source,table,label,priority_channel,duration,snd_nbr,comment
SPEECH.axx,tm_name_spch_tbl,,0100DH,39,0503H,"27 VANCOUVER		""Grizzlies"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,22,0506H,"28 WASHINGTON		""Bullets"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,42,0818H,GOOD!!!
SPEECH.axx,tm_name_spch_tbl,,0100DH,42,0818H,GOOD!!!
SPEECH.axx,tm_city_spch_tbl,,0100DH,39,04b1H,00 ATLANTA
SPEECH.axx,tm_city_spch_tbl,,0100DH,30,04b4H,01 BOSTON
SPEECH.axx,tm_city_spch_tbl,,0100DH,31,04b7H,02 CHARLOTTE
SPEECH.axx,tm_city_spch_tbl,,0100DH,41,04baH,03 CHICAGO
SPEECH.axx,tm_city_spch_tbl,,0100DH,28,04bdH,04 CLEVELAND
SPEECH.axx,tm_city_spch_tbl,,0100DH,27,04c0H,05 DALLAS
SPEECH.axx,tm_city_spch_tbl,,0100DH,25,04c3H,06 DENVER
SPEECH.axx,tm_city_spch_tbl,,0100DH,36,04c6H,07 DETROIT
SPEECH.axx,tm_city_spch_tbl,,0100DH,51,04c9H,08 GOLDEN STATE
SPEECH.axx,tm_city_spch_tbl,,0100DH,32,04ccH,09 HOUSTON
SPEECH.axx,tm_city_spch_tbl,,0100DH,39,04cfH,10 INDIANA
SPEECH.axx,tm_city_spch_tbl,,0100DH,49,04d2H,11 L.A. CLIPPERS
SPEECH.axx,tm_city_spch_tbl,,0100DH,49,04d5H,12 L.A. LAKERS
SPEECH.axx,tm_city_spch_tbl,,0100DH,37,04d8H,13 MIAMI
SPEECH.axx,tm_city_spch_tbl,,0100DH,39,04dbH,14 MILWAUKEE
SPEECH.axx,tm_city_spch_tbl,,0100DH,39,04deH,15 MINNESOTTA
SPEECH.axx,tm_city_spch_tbl,,0100DH,38,04e1H,16 NEW JERSEY
SPEECH.axx,tm_city_spch_tbl,,0100DH,37,04e4H,17 NEW YORK
SPEECH.axx,tm_city_spch_tbl,,0100DH,41,04e7H,18 ORLANDO
SPEECH.axx,tm_city_spch_tbl,,0100DH,44,04eaH,19 PHILADELPHIA
SPEECH.axx,tm_city_spch_tbl,,0100DH,31,04edH,20 PHOENIX
SPEECH.axx,tm_city_spch_tbl,,0100DH,29,04f0H,21 PORTLAND
SPEECH.axx,tm_city_spch_tbl,,0100DH,48,04f3H,22 SACRAMENTO
SPEECH.axx,tm_city_spch_tbl,,0100DH,57,04f6H,23 SAN ANTONIO
SPEECH.axx,tm_city_spch_tbl,,0100DH,34,04f9H,24 SEATTLE
SPEECH.axx,tm_city_spch_tbl,,0100DH,40,04fcH,26 TORONTO
SPEECH.axx,tm_city_spch_tbl,,0100DH,32,04ffH,26 UTAH
SPEECH.axx,tm_city_spch_tbl,,0100DH,38,0502H,27 VANCOUVER
SPEECH.axx,tm_city_spch_tbl,,0100DH,44,0505H,28 WASHINGTON
SPEECH.axx,tm_city_spch_tbl,,0100DH,42,0818H,GOOD!!!
SPEECH.axx,tm_city_spch_tbl,,0100DH,42,0818H,GOOD!!!
SPEECH.axx,full_tm_name_spch_tbl,,0100DH,101,04c8H,"08 GOLDEN STATE	""Warriors"""
SPEECH.axx,full_tm_name_spch_tbl,,0100DH,117,04e9H,"19 PHILADELPHIA	""Sixers"""
SPEECH.axx,full_tm_name_spch_tbl,,0100DH,100,04f5H,"23 SAN ANTONIO		""Spurs"""
SPEECH.axx,full_tm_name_spch_tbl,,0100DH,100,04f8H,"24 SEATTLE		""Supersonics"""
SPEECH.axx,full_tm_name_spch_tbl,,0100DH,104,0501H,"27 VANCOUVER		""Grizzlies"""
SPEECH.axx,scr_nbr_tbl,,0110DH,23,087cH,
SPEECH.axx,scr_nbr_tbl,,0110DH,16,087dH,
SPEECH.axx,scr_nbr_tbl,,0110DH,17,087eH,
SPEECH.axx,scr_nbr_tbl,,0110DH,15,087fH,
SPEECH.axx,scr_nbr_tbl,,0110DH,20,0880H,
SPEECH.axx,scr_nbr_tbl,,0110DH,22,0881H,
SPEECH.axx,scr_nbr_tbl,,0110DH,21,0882H,
SPEECH.axx,scr_nbr_tbl,,0110DH,20,0883H,
SPEECH.axx,scr_nbr_tbl,,0110DH,20,0884H,
SPEECH.axx,scr_nbr_tbl,,0110DH,24,0885H,
SPEECH.axx,scr_nbr_tbl,,0110DH,22,0886H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0887H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0888H,
SPEECH.axx,scr_nbr_tbl,,0110DH,26,0889H,
SPEECH.axx,scr_nbr_tbl,,0110DH,29,088aH,
SPEECH.axx,scr_nbr_tbl,,0110DH,26,088bH,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,088cH,
SPEECH.axx,scr_nbr_tbl,,0110DH,32,088dH,
SPEECH.axx,scr_nbr_tbl,,0110DH,28,088eH,
SPEECH.axx,scr_nbr_tbl,,0110DH,29,088fH,
SPEECH.axx,scr_nbr_tbl,,0110DH,19,0890H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0891H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0892H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0893H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0894H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0895H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0896H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0897H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0898H,
SPEECH.axx,scr_nbr_tbl,,0110DH,25,0899H,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,089aH,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,089bH,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,089cH,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,089dH,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,089eH,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,089fH,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,08a0H,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,08a1H,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,08a2H,
SPEECH.axx,scr_nbr_tbl,,0110DH,37,08a3H,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08a4H,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08a5H,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08a6H,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08a7H,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08a8H,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08a9H,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08aaH,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08abH,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08acH,
SPEECH.axx,scr_nbr_tbl,,0110DH,38,08adH,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08aeH,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08afH,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08b0H,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08b1H,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08b2H,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08b3H,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08b4H,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08b5H,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08b6H,
SPEECH.axx,scr_nbr_tbl,,0110DH,34,08b7H,
